economy,economycode,regionwb,pop_adult,wpid_random,wgt,female,age,educ,inc_q,emp_in,fin2,fin3,fin4,fin5,fin6,fin7,fin8,fin9,fin10,fin11a,fin11b,fin11c,fin11d,fin11e,fin11f,fin11g,fin11h,fin14a,fin14b,fin14c,fin15,fin16,fin17a,fin17b,fin19,fin20,fin21,fin22a,fin22b,fin22c,fin24,fin25,fin26,fin27a,fin27b,fin27c1,fin27c2,fin28,fin29a,fin29b,fin29c1,fin29c2,fin30,fin31a,fin31b,fin31c,fin32,fin33,fin34a,fin34b,fin34c1,fin34c2,fin35,fin36,fin37,fin38,fin39a,fin39b,fin39c1,fin39c2,fin40,fin41,fin42,fin43a,fin43b,fin43c1,fin43c2,fin44,fin45,fin46,fin47a,fin47b,fin47c1,fin47c2,fin47c3,fin47c4,fin47c5,mobileowner,fin48,account_fin,account_mob,account,saved,borrowed,receive_wages,receive_transfers,receive_pension,receive_agriculture,pay_utilities,remittances,pay_onlne,pay_onlne_mobintbuy,pay_cash,pay_cash_mobintbuy
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,152754313,1.36798089747083,1,23.0,2.0,1,0.0,2,,,,,2,,,,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2,2,,2,2,2,2.0,2,2,2,2,2,,1,7.0,2.0,,,,,2.0,,,,,1,2.0,2.0,1.0,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,2.0,,,,,,,,1.0,,0,0.0,0,1,0,4,4,4,4.0,2,5.0,0.0,,0.0,
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,164739810,0.402173036155425,1,69.0,2.0,4,1.0,1,1.0,2.0,2.0,2.0,2,,1.0,1.0,,,,,,,,,2,2,,2,1,2,2.0,2,2,2,2,2,,1,2.0,2.0,,,,,2.0,,,,,1,2.0,2.0,1.0,1,2.0,2.0,2.0,1.0,2.0,,,1,1,1.0,2.0,,,2.0,,2.0,,,,,,,,,,,,,,,1.0,,1,0.0,1,1,0,2,1,1,4.0,2,5.0,0.0,,0.0,
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,179254985,0.859143631211227,1,36.0,2.0,5,1.0,2,,,,,2,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2,2,,2,1,1,2.0,2,2,2,2,2,,1,3.0,2.0,,,,,1.0,2.0,2.0,2.0,1.0,1,2.0,2.0,1.0,1,2.0,2.0,2.0,1.0,2.0,,,2,2,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,0,0.0,0,1,0,2,4,4,4.0,2,2.0,0.0,,0.0,
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,121874407,1.0195637886694,2,78.0,1.0,2,1.0,2,,,,,2,,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2,2,,2,2,2,2.0,2,1,2,2,1,,2,,2.0,,,,,2.0,,,,,2,,,,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,2.0,,0,0.0,0,0,1,4,4,4,4.0,4,5.0,0.0,,0.0,
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,180854521,0.614738735066823,2,62.0,3.0,5,1.0,1,2.0,,,,2,,1.0,1.0,,,,,,,,,2,2,,1,1,1,1.0,2,2,2,2,1,2.0,1,1.0,2.0,,,,,1.0,1.0,2.0,,,1,2.0,2.0,1.0,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,1.0,,1,0.0,1,1,1,4,4,4,4.0,2,1.0,0.0,,0.0,
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,134974901,0.611254985403637,2,41.0,3.0,5,1.0,1,1.0,1.0,1.0,1.0,2,,1.0,1.0,,,,,,,,,1,1,2.0,1,1,1,2.0,2,2,2,2,1,,1,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,,,1,2.0,2.0,1.0,1,1.0,1.0,2.0,,,2.0,,1,2,1.0,2.0,,,,,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,1.0,,1,1.0,1,1,1,1,1,4,2.0,2,1.0,0.0,0.0,1.0,1.0
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,191858192,0.519186476950364,1,15.0,1.0,4,0.0,2,,,,,2,,,,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2,2,,2,2,2,2.0,3,2,2,3,2,,3,,2.0,,,,,2.0,,,,,2,,,,2,,,,,,,,3,3,,,,,,,2.0,,,,,,,2.0,,,,,,,,2.0,,0,0.0,0,1,0,4,5,5,4.0,4,5.0,0.0,,0.0,
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,114192399,0.820510355987804,1,54.0,2.0,3,0.0,2,,,,,2,,,,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2,2,,2,2,2,2.0,2,2,2,2,2,,2,,2.0,,,,,2.0,,,,,2,,,,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,2.0,,,,,,,,2.0,,0,0.0,0,0,0,4,4,4,4.0,4,5.0,0.0,,0.0,
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,115853720,1.04497156197392,2,39.0,2.0,3,1.0,2,,,,,2,,,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2,2,,1,1,2,2.0,2,1,2,2,1,,1,2.0,1.0,1.0,2.0,,,2.0,,,,,1,2.0,2.0,1.0,1,2.0,2.0,2.0,1.0,2.0,,,2,2,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,2.0,,0,0.0,0,1,1,2,4,4,2.0,2,2.0,0.0,,0.0,
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,162509067,0.693987045424376,2,67.0,1.0,1,0.0,2,,,,,2,,,,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2,2,,2,2,2,2.0,2,1,2,2,2,,1,2.0,2.0,,,,,2.0,,,,,1,2.0,2.0,1.0,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,2.0,,,,,,,,2.0,,0,0.0,0,1,1,4,4,4,4.0,2,5.0,0.0,,0.0,
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,133432611,0.261434414974821,2,61.0,1.0,3,1.0,1,1.0,2.0,2.0,2.0,2,,2.0,1.0,,,,,,,,,2,2,,2,2,2,2.0,2,2,2,2,1,,1,2.0,2.0,,,,,2.0,,,,,1,2.0,2.0,1.0,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,2.0,,1,0.0,1,0,1,4,4,4,4.0,2,5.0,0.0,,0.0,
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,187606020,1.22058799229894,1,45.0,2.0,2,1.0,2,,,,,2,,,,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2,2,,2,2,2,2.0,2,2,2,2,1,,2,,2.0,,,,,2.0,,,,,1,2.0,2.0,1.0,1,2.0,2.0,2.0,1.0,2.0,,,2,2,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,1.0,,0,0.0,0,0,1,2,4,4,2.0,2,5.0,0.0,,0.0,
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,191149064,0.715865168625495,1,27.0,2.0,3,1.0,2,,,,,2,,,,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2,2,,2,2,2,2.0,3,2,2,2,1,,1,3.0,2.0,,,,,1.0,2.0,2.0,1.0,2.0,1,2.0,2.0,1.0,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,1.0,,0,0.0,0,0,1,4,4,4,4.0,2,3.0,0.0,,0.0,
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,149382831,0.908023925533724,2,23.0,2.0,3,0.0,2,,,,,2,,,,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2,2,,1,1,2,2.0,2,2,2,2,2,,1,3.0,2.0,,,,,1.0,2.0,2.0,2.0,1.0,2,,,,2,,,,,,,,1,2,2.0,2.0,2.0,2.0,,,2.0,,,,,,,2.0,,,,,,,,1.0,,0,0.0,0,1,0,4,3,4,4.0,4,2.0,0.0,,0.0,
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,184072497,0.454857683519825,2,45.0,3.0,4,1.0,1,1.0,2.0,2.0,2.0,2,,1.0,1.0,,,,,,,,,2,2,,2,1,2,2.0,2,2,1,2,1,,2,,2.0,,,,,2.0,,,,,2,,,,1,2.0,2.0,2.0,1.0,1.0,,,2,2,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,1,0.0,1,1,1,1,4,4,4.0,4,5.0,0.0,,0.0,
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,139821304,1.12234438968869,1,31.0,2.0,4,1.0,2,,,,,2,,,,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2,2,,2,2,2,2.0,2,2,2,2,2,,2,,2.0,,,,,2.0,,,,,2,,,,1,2.0,2.0,2.0,1.0,2.0,,,2,2,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,0,0.0,0,1,0,2,4,4,4.0,4,5.0,0.0,,0.0,
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,155167721,0.708946145990328,2,34.0,2.0,4,0.0,2,,,,,2,,,,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2,2,,2,2,2,2.0,2,1,2,2,1,,2,,2.0,,,,,2.0,,,,,2,,,,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,2.0,,,,,,,,1.0,,0,0.0,0,0,1,4,4,4,4.0,4,5.0,0.0,,0.0,
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,116964530,0.326175078196802,1,65.0,1.0,2,1.0,2,,,,,2,,,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,,1,2,2,2.0,2,2,1,2,2,,1,6.0,2.0,,,,,2.0,,,,,2,,,,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,1.0,2.0,2.0,2.0,2.0,,,,1.0,,0,0.0,0,1,1,4,4,4,4.0,4,5.0,0.0,,0.0,
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,150898577,1.49256857526157,2,48.0,2.0,3,1.0,2,,,2.0,2.0,2,,2.0,2.0,,,,,,,,,2,2,,1,1,2,2.0,2,2,1,2,2,,1,5.0,1.0,1.0,2.0,,,2.0,,,,,1,2.0,2.0,1.0,2,,,,,,,,2,2,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,2.0,,1,0.0,1,1,1,4,4,4,2.0,2,1.0,0.0,,0.0,
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,134790249,0.519186476950364,1,17.0,1.0,3,0.0,2,,,2.0,2.0,2,,1.0,2.0,,,,,,,,,2,2,,1,2,2,1.0,1,1,1,2,1,1.0,1,1.0,2.0,,,,,2.0,,,,,1,2.0,2.0,1.0,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,1.0,,1,0.0,1,1,1,4,4,4,4.0,2,5.0,0.0,,0.0,
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,188076143,2.24224255752825,1,18.0,1.0,1,1.0,2,,,,,2,,,,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2,2,,2,2,2,2.0,2,2,2,2,2,,1,3.0,2.0,,,,,2.0,,,,,2,,,,1,2.0,2.0,2.0,1.0,2.0,,,2,2,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,0,0.0,0,1,0,2,4,4,4.0,4,5.0,0.0,,0.0,
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,113245612,0.908018874452991,2,17.0,2.0,4,0.0,2,,,,,2,,,,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2,2,,2,2,2,2.0,2,2,2,2,2,,2,,2.0,,,,,2.0,,,,,2,,,,1,1.0,2.0,2.0,1.0,2.0,,,2,2,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,0,0.0,0,1,1,2,4,4,4.0,4,5.0,0.0,,0.0,
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,179165142,0.389814670797586,1,32.0,2.0,5,1.0,1,1.0,1.0,1.0,2.0,1,1.0,1.0,1.0,,,,,,,,,2,1,2.0,1,1,1,2.0,2,2,2,2,1,,1,3.0,2.0,,,,,2.0,,,,,2,,,,1,1.0,1.0,2.0,,,1.0,1.0,1,2,1.0,2.0,,,,,2.0,,,,,,,,,,,,,,,1.0,,1,0.0,1,1,1,1,1,4,4.0,4,5.0,0.0,0.0,1.0,1.0
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,210105424,1.90689341737546,1,21.0,1.0,1,1.0,2,,,,,2,,,,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2,2,,2,2,2,2.0,2,2,2,2,2,,1,3.0,2.0,,,,,2.0,,,,,2,,,,2,,,,,,,,2,2,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,1.0,,0,0.0,0,0,0,4,4,4,2.0,4,5.0,0.0,,0.0,
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,160241177,2.4574927391573,1,17.0,2.0,1,0.0,2,,,,,2,,,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2,2,,2,2,2,2.0,2,2,1,2,1,,1,2.0,2.0,,,,,2.0,,,,,1,2.0,2.0,1.0,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,2.0,,,,,,,,1.0,,0,0.0,0,0,1,4,4,4,4.0,2,5.0,0.0,,0.0,
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,202233202,0.931072250465456,2,48.0,2.0,3,1.0,2,,,2.0,2.0,2,,1.0,1.0,,,,,,,,,2,2,,1,1,1,2.0,2,2,1,1,1,,1,1.0,2.0,,,,,2.0,,,,,1,2.0,2.0,1.0,2,,,,,,,,1,2,2.0,2.0,2.0,2.0,,,2.0,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,1.0,,1,0.0,1,1,1,4,3,4,4.0,2,5.0,0.0,,0.0,
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,204617374,0.33175597981973,2,30.0,2.0,5,1.0,2,,,,,2,,,,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2,2,,1,1,1,1.0,2,1,1,1,1,1.0,1,3.0,1.0,2.0,1.0,,,1.0,2.0,1.0,,,1,2.0,2.0,1.0,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,1.0,,0,0.0,0,1,1,4,4,4,4.0,2,2.0,0.0,,0.0,
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,139138242,0.889809627223303,2,70.0,1.0,4,0.0,2,,,,,2,,,,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2,2,,2,1,2,2.0,2,1,2,2,2,,2,,2.0,,,,,2.0,,,,,2,,,,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,2.0,,,,,,,,1.0,,0,0.0,0,1,1,4,4,4,4.0,4,5.0,0.0,,0.0,
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,202739843,0.764672841502054,2,67.0,1.0,1,0.0,2,,,,,2,,,,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2,2,,2,1,2,2.0,2,2,2,2,1,,1,1.0,2.0,,,,,1.0,2.0,2.0,2.0,2.0,2,,,,1,1.0,2.0,2.0,1.0,2.0,,,2,2,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,2.0,,0,0.0,0,1,1,2,4,4,2.0,4,4.0,0.0,,0.0,
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,162679958,1.84311955436797,1,16.0,2.0,2,0.0,2,,,,,2,,,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,,2,2,2,2.0,2,2,2,2,1,,1,2.0,2.0,,,,,2.0,,,,,1,2.0,2.0,1.0,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,2.0,,,,,,,,1.0,,0,0.0,0,0,1,4,4,4,4.0,2,5.0,0.0,,0.0,
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,139237151,0.667003202671097,2,23.0,2.0,1,1.0,1,1.0,2.0,2.0,2.0,2,,1.0,2.0,,,,,,,,,2,2,,1,2,2,2.0,2,2,1,2,1,,2,,2.0,,,,,1.0,2.0,2.0,1.0,2.0,2,,,,1,2.0,2.0,2.0,1.0,2.0,,,2,2,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,1,0.0,1,1,1,2,4,4,4.0,4,3.0,0.0,,0.0,
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,191165755,0.34033402082809,2,35.0,2.0,4,1.0,2,,,,,2,,,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,,1,1,2,2.0,2,2,2,2,2,,1,2.0,2.0,,,,,1.0,2.0,2.0,1.0,2.0,1,2.0,2.0,1.0,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,2.0,,0,0.0,0,1,0,4,4,4,4.0,2,3.0,0.0,,0.0,
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,179302811,0.380704654954201,1,53.0,2.0,3,0.0,2,,,,,2,,,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2,2,,2,2,2,2.0,2,2,2,2,2,,2,,2.0,,,,,2.0,,,,,1,2.0,2.0,1.0,2,,,,,,,,1,2,2.0,2.0,1.0,2.0,,,2.0,,,,,,,2.0,,,,,,,,1.0,,0,0.0,0,1,0,4,2,4,4.0,2,5.0,0.0,,0.0,
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,143451211,0.974542098096511,1,33.0,2.0,5,1.0,2,,,,,2,,,,1.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,2,2,,2,2,2,2.0,2,1,1,2,1,,2,,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2,,,,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,1.0,,0,0.0,0,1,1,4,4,4,4.0,4,2.0,0.0,,0.0,
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,171647257,2.25775908113949,1,63.0,2.0,1,1.0,2,,,,,2,,,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2,2,,1,1,2,2.0,2,2,2,2,2,,1,2.0,2.0,,,,,2.0,,,,,2,,,,1,2.0,2.0,2.0,1.0,2.0,,,2,2,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,0,0.0,0,1,0,2,4,4,4.0,4,5.0,0.0,,0.0,
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,142188027,0.609124059522706,1,52.0,2.0,4,1.0,2,,,,,2,,,,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2,2,,2,2,2,2.0,2,2,2,2,1,,2,,2.0,,,,,2.0,,,,,1,2.0,2.0,1.0,1,2.0,2.0,2.0,1.0,2.0,,,2,2,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,0,0.0,0,0,1,2,4,4,4.0,2,5.0,0.0,,0.0,
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,178259100,0.33175597981973,2,26.0,2.0,5,1.0,1,1.0,1.0,1.0,1.0,2,,1.0,1.0,,,,,,,,,1,1,2.0,2,2,1,2.0,2,2,2,2,1,,1,3.0,2.0,,,,,2.0,,,,,2,,,,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,1.0,1.0,2.0,,,,,,1.0,,1,1.0,1,1,1,4,4,4,4.0,4,5.0,0.0,0.0,1.0,1.0
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,180248419,0.764672841502054,2,79.0,1.0,3,0.0,2,,,,,2,,,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2,2,,2,2,2,3.0,2,2,2,2,2,,2,,2.0,,,,,1.0,2.0,2.0,2.0,1.0,1,2.0,2.0,1.0,2,,,,,,,,1,1,2.0,2.0,1.0,2.0,,,2.0,,,,,,,2.0,,,,,,,,1.0,,0,0.0,0,0,0,4,2,2,4.0,2,2.0,0.0,,0.0,
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,160035032,0.836402337236421,2,23.0,2.0,3,1.0,2,,,,,2,,,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2,2,,2,1,2,2.0,2,1,2,2,2,,2,,2.0,,,,,1.0,2.0,2.0,2.0,1.0,1,2.0,2.0,1.0,1,2.0,2.0,2.0,1.0,2.0,,,2,2,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,0,0.0,0,1,1,2,4,4,4.0,2,2.0,0.0,,0.0,
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,126520820,1.06228931780986,2,22.0,3.0,5,1.0,1,1.0,2.0,2.0,2.0,2,,1.0,1.0,,,,,,,,,2,2,,2,2,2,2.0,2,2,2,2,1,,1,3.0,2.0,,,,,1.0,2.0,2.0,1.0,2.0,2,,,,1,2.0,1.0,2.0,,,2.0,,1,2,2.0,2.0,2.0,2.0,,,2.0,,,,,,,,,,,,,,,1.0,,1,0.0,1,1,1,1,3,4,4.0,4,3.0,0.0,,0.0,
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,128585102,2.61434462536248,1,25.0,2.0,4,1.0,1,1.0,2.0,2.0,2.0,2,,1.0,2.0,,,,,,,,,2,2,,2,2,2,2.0,1,2,2,2,2,,1,4.0,2.0,,,,,2.0,,,,,2,,,,1,2.0,1.0,2.0,,,2.0,,2,2,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,1,0.0,1,0,1,1,4,4,4.0,4,5.0,0.0,,0.0,
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,126695736,0.30696149444318,1,36.0,2.0,5,1.0,2,,,,,2,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2,2,,1,2,2,2.0,2,1,1,2,1,,2,,2.0,,,,,2.0,,,,,1,2.0,2.0,1.0,1,1.0,2.0,2.0,1.0,2.0,,,2,2,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,1.0,,0,0.0,0,1,1,2,4,4,2.0,2,5.0,0.0,,0.0,
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,150958391,1.04573785013128,2,22.0,2.0,1,1.0,2,,,,,2,,,,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2,2,,2,1,2,2.0,2,2,2,2,2,,2,,2.0,,,,,2.0,,,,,1,2.0,2.0,1.0,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,2.0,,,,,,,,1.0,,0,0.0,0,1,0,4,4,4,4.0,2,5.0,0.0,,0.0,
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,188298587,0.784168942296556,1,63.0,2.0,1,0.0,2,,,,,2,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2,2,,2,2,2,2.0,2,2,2,2,2,,1,2.0,2.0,,,,,2.0,,,,,2,,,,2,,,,,,,,1,2,2.0,2.0,1.0,2.0,,,2.0,,,,,,,2.0,,,,,,,,2.0,,0,0.0,0,0,0,4,2,4,4.0,4,5.0,0.0,,0.0,
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,141347323,0.476002671119117,2,53.0,2.0,3,1.0,2,,,,,2,,,,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2,2,,2,2,2,2.0,2,2,1,1,1,,2,,2.0,,,,,2.0,,,,,1,2.0,2.0,1.0,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,1.0,,0,0.0,0,0,1,4,4,4,4.0,2,5.0,0.0,,0.0,
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,183889578,1.32957271679148,2,27.0,2.0,5,0.0,2,,,,,2,,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2,2,,1,1,2,2.0,2,2,2,2,2,,1,3.0,1.0,2.0,2.0,1.0,2.0,2.0,,,,,1,2.0,2.0,1.0,2,,,,,,,,2,2,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,1.0,,0,0.0,0,1,0,4,4,4,2.0,2,3.0,0.0,,0.0,
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,183868239,1.11520311631523,2,17.0,2.0,2,0.0,2,,,2.0,2.0,2,,1.0,2.0,,,,,,,,,2,2,,2,2,1,2.0,2,1,1,2,1,,2,,2.0,,,,,2.0,,,,,2,,,,2,,,,,,,,1,2,2.0,2.0,2.0,2.0,,,2.0,,,,,,,2.0,,,,,,,,1.0,,1,0.0,1,1,1,4,3,4,4.0,4,5.0,0.0,,0.0,
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,163215476,0.350309069879928,2,55.0,2.0,1,0.0,1,1.0,2.0,2.0,2.0,2,,1.0,1.0,,,,,,,,,2,2,,2,2,2,2.0,2,1,2,2,1,,2,,2.0,,,,,2.0,,,,,2,,,,2,,,,,,,,1,1,1.0,2.0,,,2.0,,2.0,,,,,,,2.0,,,,,,,,2.0,,1,0.0,1,1,1,4,1,1,4.0,4,5.0,0.0,,0.0,
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,118881001,0.582180905150812,2,33.0,2.0,3,1.0,2,,,,,2,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,2.0,1,1,2,2.0,2,2,1,2,1,,2,,1.0,2.0,2.0,2.0,1.0,2.0,,,,,1,2.0,2.0,1.0,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,1.0,,0,0.0,0,1,1,4,4,4,4.0,2,2.0,0.0,0.0,1.0,1.0
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,197739502,0.701752522220397,1,41.0,2.0,5,1.0,1,1.0,2.0,2.0,2.0,2,,1.0,1.0,,,,,,,,,2,2,,2,2,2,2.0,2,2,2,2,2,,1,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,,,,2,,,,1,2.0,1.0,2.0,,,2.0,,2,2,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,1,0.0,1,1,0,1,4,4,4.0,4,3.0,0.0,,0.0,
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,126486617,0.413825554760111,1,80.0,2.0,4,1.0,2,,,,,2,,,,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2,2,,2,1,2,2.0,2,2,2,2,2,,1,1.0,2.0,,,,,2.0,,,,,1,2.0,2.0,1.0,2,,,,,,,,1,2,2.0,2.0,1.0,2.0,,,2.0,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,2.0,,0,0.0,0,1,0,4,2,4,4.0,2,5.0,0.0,,0.0,
Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,181830610,0.398156035061224,2,38.0,2.0,5,1.0,2,,,2.0,2.0,2,,1.0,1.0,,,,,,,,,2,2,,1,1,1,2.0,2,1,1,2,1,,2,,1.0,2.0,1.0,,,1.0,1.0,1.0,,,1,2.0,2.0,1.0,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,1.0,1.0,1.0,,,,,,1.0,,1,0.0,1,1,1,4,4,4,4.0,2,1.0,0.0,,0.0,
